Agency,Year,Amount,SubTypeName,RevenueType,SubType
WHO,2021,13431.67,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,19140.0,Assessed contributions,Assessed contributions,R01
WHO,2021,47840.0,Assessed contributions,Assessed contributions,R01
WHO,2021,43060.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,33490.0,Assessed contributions,Assessed contributions,R01
WHO,2021,6994979.15,Assessed contributions,Assessed contributions,R01
WHO,2021,1501129.89,Assessed contributions,Assessed contributions,R01
WHO,2021,23920.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,33490.0,Assessed contributions,Assessed contributions,R01
WHO,2021,593225.99,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,232135.18,Assessed contributions,Assessed contributions,R01
WHO,2021,76550.0,Assessed contributions,Assessed contributions,R01
WHO,2021,784100.46,Assessed contributions,Assessed contributions,R01
WHO,2021,1057496.35,Assessed contributions,Assessed contributions,R01
WHO,2021,4137146.7,Assessed contributions,Assessed contributions,R01
WHO,2021,1805490.54,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,1454705.22,Assessed contributions,Assessed contributions,R01
WHO,2021,11694420.19,Assessed contributions,Assessed contributions,R01
WHO,2021,14350.0,Assessed contributions,Assessed contributions,R01
WHO,2021,1021388.95,Assessed contributions,Assessed contributions,R01
WHO,2021,12406284.52,Assessed contributions,Assessed contributions,R01
WHO,2021,14350.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,9570.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,6045814.53,Assessed contributions,Assessed contributions,R01
WHO,2021,33490.0,Assessed contributions,Assessed contributions,R01
WHO,2021,133970.0,Assessed contributions,Assessed contributions,R01
WHO,2021,9570.0,Assessed contributions,Assessed contributions,R01
WHO,2021,11070229.45,Assessed contributions,Assessed contributions,R01
WHO,2021,23920.0,Assessed contributions,Assessed contributions,R01
WHO,2021,21761005.0,Assessed contributions,Assessed contributions,R01
WHO,2021,736353.0,Assessed contributions,Assessed contributions,R01
WHO,2021,47840.0,Assessed contributions,Assessed contributions,R01
WHO,2021,28710.0,Assessed contributions,Assessed contributions,R01
WHO,2021,21097375.57,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,5685557.32,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,204748717.9,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,6638.16,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2021,5.66,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WHO,2021,226970.08,Assessed contributions,Assessed contributions,R01
WHO,2021,47840.0,Assessed contributions,Assessed contributions,R01
WHO,2021,23920.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4673640.26,Assessed contributions,Assessed contributions,R01
WHO,2021,5937482.8,Assessed contributions,Assessed contributions,R01
WHO,2021,19140.0,Assessed contributions,Assessed contributions,R01
WHO,2021,1583672.63,Assessed contributions,Assessed contributions,R01
WHO,2021,9570.0,Assessed contributions,Assessed contributions,R01
WHO,2021,9570.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,191390.0,Assessed contributions,Assessed contributions,R01
WHO,2021,119610.0,Assessed contributions,Assessed contributions,R01
WHO,2021,7072356.78,Assessed contributions,Assessed contributions,R01
WHO,2021,157890.0,Assessed contributions,Assessed contributions,R01
WHO,2021,4780.0,Assessed contributions,Assessed contributions,R01
WHO,2021,38280.0,Assessed contributions,Assessed contributions,R01
WHO,2021,294042.24,Assessed contributions,Assessed contributions,R01
WHO,2021,3177653.01,Assessed contributions,Assessed contributions,R01
WHO,2021,23559067.38,Assessed contributions,Assessed contributions,R01
WHO,2021,47840.0,Assessed contributions,Assessed contributions,R01
WHO,2021,124813264.0,Assessed contributions,Assessed contributions,R01
WHO,2021,759109.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,1285398.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,21387146.21,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,495395793.4,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,18290927.51,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,119474.31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,160574.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,2469384.87,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,1534366.8,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,14869366.03,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,382281.53,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WHO,2021,284962.39,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
