agency,calendar_year,amount,sub_type_name,rev_type,sub_type
UNDP,2022,89539,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,30864198,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,710733,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,77350,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,179000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,307304,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,30935,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,39808105,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,143430,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,39875,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,17288725,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,1523120,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,803982,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,202648,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,1100000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,214909,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,1162045,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,2000000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,523477,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,-36561226,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,300000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,10280,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,68038,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,28523,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,138673,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,57942,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,80998164,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,35000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,132498,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,488810,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,35376,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,200000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,16741,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1355,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1287846,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,2662407,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,16260,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1895,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,13171,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,500000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,2000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-13500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,2000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,15500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,13522,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,7550550,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,4513064,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,10840,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-13550,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,12285,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-5810,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,75000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,600000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,58000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,8379200,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,38781,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,7000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,40000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,79722,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,573066,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-49000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,12000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,4000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-108080,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,10800,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1450,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,14000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,8000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,49000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,9760,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,4363864,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-76531,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,47121,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1350000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,44000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,7910731,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,53000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,26550826,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,4481,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1355,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,45000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,38960,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,3307000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,27100,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1468082,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,471930,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,200000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,70000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,44000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,56405,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,333260,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,67750,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,25000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,13550,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,27689,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,40000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,17399324,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,-5400,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,361800,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,18000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,150000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,282200,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,35000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,500000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,2000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,5053036,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,135000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,106496,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,42828,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,4065,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,4000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,30000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,7600000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,87000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNEP,2022,1355,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,36194416,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,60181688,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,11313639,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,80000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,32371328,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,2039,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,5925,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,4433,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,10000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,5000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,243427,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,20000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,6000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,1552244,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,15000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,20725,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,266525,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2022,1103485,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
